runner,dataset,split,label_ts,snapshot_index,snapshot_ts,snapshot_edges,snapshot_t_min,snapshot_t_max,frontier_n,frontier_t_min,frontier_t_max,ingested_t_lt_label,ingested_t_eq_label,ingested_t_gt_label,label_nodes,label_hash,pending_label_before,pending_label_after,labels_drained_in_snapshot,drain_position,first_in_split,last_in_split
official_tgn_example,tgbn-genre,train,1118030400,1160,1118030944,200,1118026623,1118030944,232200,1108357203,1118030944,231514,686,0,28,251703fb055a126f,1118030400,1118116800,1,0,False,False
official_tgn_example,tgbn-genre,train,1118116800,1176,1118123042,200,1118112304,1118123042,235400,1108357203,1118123042,234604,796,0,37,d05573903da91a37,1118116800,1118203200,1,0,False,False
official_tgn_example,tgbn-genre,train,1118203200,1190,1118203260,200,1118198703,1118203260,238200,1108357203,1118203260,237465,735,0,41,f5bef946771c7983,1118203200,1118289600,1,0,False,False
official_tgn_example,tgbn-genre,train,1118289600,1211,1118292663,200,1118285343,1118292663,242400,1108357203,1118292663,241731,669,0,35,daeac5edeb92248a,1118289600,1118376000,1,0,False,False
official_tgn_example,tgbn-genre,train,1118376000,1224,1118378584,200,1118374984,1118378584,245000,1108357203,1118378584,244457,543,0,30,032707aabaf14e73,1118376000,1118462400,1,0,False,False
official_tgn_example,tgbn-genre,train,1118462400,1236,1118462583,200,1118456760,1118462583,247400,1108357203,1118462583,247035,365,0,37,92e975675e626f83,1118462400,1118548800,1,0,False,False
official_tgn_example,tgbn-genre,train,1118548800,1251,1118554080,200,1118548685,1118554080,250400,1108357203,1118554080,249725,675,0,26,413f17654335efef,1118548800,1118635200,1,0,False,False
official_tgn_example,tgbn-genre,train,1118635200,1267,1118636521,200,1118629804,1118636521,253600,1108357203,1118636521,253104,496,0,31,8d8706df77df911c,1118635200,1118721600,1,0,False,False
official_tgn_example,tgbn-genre,train,1118721600,1281,1118731084,200,1118721485,1118731084,256400,1108357203,1118731084,255668,732,0,38,9b7998bb2902c5bd,1118721600,1118808000,1,0,False,False
official_tgn_example,tgbn-genre,train,1118808000,1297,1118811122,200,1118804882,1118811122,259600,1108357203,1118811122,258645,955,0,41,0f64e7e08a63ee90,1118808000,1118894400,1,0,False,False
official_tgn_example,tgbn-genre,train,1118894400,1313,1118894523,200,1118891225,1118894523,262800,1108357203,1118894523,262195,605,0,38,c413a4bcd79a807d,1118894400,1118980800,1,0,False,False
official_tgn_example,tgbn-genre,train,1118980800,1327,1118981463,200,1118974144,1118981463,265600,1108357203,1118981463,265245,355,0,41,0c68c0ddc49fd035,1118980800,1119067200,1,0,False,False
official_tgn_example,tgbn-genre,train,1119067200,1338,1119078005,200,1119065522,1119078005,267800,1108357203,1119078005,267392,408,0,40,60cce8fd311988df,1119067200,1119153600,1,0,False,False
official_tgn_example,tgbn-genre,train,1119153600,1350,1119156060,200,1119150780,1119156060,270200,1108357203,1119156060,269580,620,0,29,26e269ea82f00a01,1119153600,1119240000,1,0,False,False
official_tgn_example,tgbn-genre,train,1119240000,1367,1119241684,200,1119234845,1119241684,273600,1108357203,1119241684,273075,525,0,35,89267d353b64b93c,1119240000,1119326400,1,0,False,False
official_tgn_example,tgbn-genre,train,1119326400,1384,1119329405,200,1119324603,1119329405,277000,1108357203,1119329405,276100,900,0,43,991e159a7d80844e,1119326400,1119412800,1,0,False,False
official_tgn_example,tgbn-genre,train,1119412800,1399,1119413763,200,1119408840,1119413763,280000,1108357203,1119413763,279333,667,0,42,7eb981891c8224db,1119412800,1119499200,1,0,False,False
official_tgn_example,tgbn-genre,train,1119499200,1412,1119499500,200,1119492485,1119499500,282600,1108357203,1119499500,282075,525,0,39,e718f4b869132b93,1119499200,1119585600,1,0,False,False
official_tgn_example,tgbn-genre,train,1119585600,1425,1119589504,200,1119583862,1119589504,285200,1108357203,1119589504,284448,752,0,39,441e6c1a14e69e35,1119585600,1119672000,1,0,False,False
official_tgn_example,tgbn-genre,train,1119672000,1440,1119673201,200,1119668460,1119673201,288200,1108357203,1119673201,287634,566,0,32,2e9e7c0a6ac51e5b,1119672000,1119758400,1,0,False,False
official_tgn_example,tgbn-genre,train,1119758400,1452,1119768665,200,1119757260,1119768665,290600,1108357203,1119768665,289981,619,0,21,5ae252384f3c4bdc,1119758400,1119844800,1,0,False,False
official_tgn_example,tgbn-genre,train,1119844800,1465,1119846721,200,1119839584,1119846721,293200,1108357203,1119846721,292614,586,0,30,a894aa7c6d10ef6d,1119844800,1119931200,1,0,False,False
official_tgn_example,tgbn-genre,train,1119931200,1476,1119933120,200,1119923821,1119933120,295400,1108357203,1119933120,295039,361,0,30,f66ecb50df9821e7,1119931200,1120017600,1,0,False,False
official_tgn_example,tgbn-genre,train,1120017600,1490,1120020420,200,1120013883,1120020420,298200,1108357203,1120020420,297600,600,0,38,5ed17fa52ab020e2,1120017600,1120104000,1,0,False,False
official_tgn_example,tgbn-genre,train,1120104000,1503,1120109521,200,1120103764,1120109521,300800,1108357203,1120109521,300091,709,0,38,4b6e36dd8bd11a68,1120104000,1120190400,1,0,False,False
official_tgn_example,tgbn-genre,train,1120190400,1515,1120194242,200,1120185781,1120194242,303200,1108357203,1120194242,302584,616,0,37,3f3a665b170d47ed,1120190400,1120276800,1,0,False,False
official_tgn_example,tgbn-genre,train,1120276800,1523,1120279200,200,1120267201,1120279200,304800,1108357203,1120279200,304469,331,0,33,a9338cb8ba47fd3b,1120276800,1120363200,1,0,False,False
official_tgn_example,tgbn-genre,train,1120363200,1532,1120364640,200,1120357504,1120364640,306600,1108357203,1120364640,306144,456,0,33,9bfa5ae224d6b56b,1120363200,1120449600,1,0,False,False
official_tgn_example,tgbn-genre,train,1120449600,1546,1120451885,200,1120445404,1120451885,309400,1108357203,1120451885,308862,538,0,35,7578108396724b69,1120449600,1120536000,1,0,False,False
official_tgn_example,tgbn-genre,train,1120536000,1561,1120536245,200,1120531683,1120536245,312400,1108357203,1120536245,311595,805,0,39,1e55ffd2622a6e22,1120536000,1120622400,1,0,False,False
official_tgn_example,tgbn-genre,train,1120622400,1572,1120626660,200,1120620302,1120626660,314600,1108357203,1120626660,313877,723,0,38,e258ff67500fb046,1120622400,1120708800,1,0,False,False
official_tgn_example,tgbn-genre,train,1120708800,1587,1120715583,200,1120707603,1120715583,317600,1108357203,1120715583,316969,631,0,39,b226c7f61030f96a,1120708800,1120795200,1,0,False,False
official_tgn_example,tgbn-genre,train,1120795200,1600,1120799224,200,1120793522,1120799224,320200,1108357203,1120799224,319465,735,0,33,c1c14af55ac58a24,1120795200,1120881600,1,0,False,False
official_tgn_example,tgbn-genre,train,1120881600,1609,1120882503,200,1120867682,1120882503,322000,1108357203,1120882503,321790,210,0,27,b4b402b4b57a3860,1120881600,1120968000,1,0,False,False
official_tgn_example,tgbn-genre,train,1120968000,1619,1120974121,200,1120966502,1120974121,324000,1108357203,1120974121,323547,453,0,32,a6f205c0fdd19af5,1120968000,1121054400,1,0,False,False
official_tgn_example,tgbn-genre,train,1121054400,1629,1121057941,200,1121051642,1121057941,326000,1108357203,1121057941,325347,653,0,32,3142a642f0aee55b,1121054400,1121140800,1,0,False,False
official_tgn_example,tgbn-genre,train,1121140800,1644,1121146982,200,1121139485,1121146982,329000,1108357203,1121146982,328097,903,0,40,2b933a35ab385920,1121140800,1121227200,1,0,False,False
official_tgn_example,tgbn-genre,train,1121227200,1660,1121228104,200,1121223964,1121228104,332200,1108357203,1121228104,331474,726,0,41,3b243df74f1d17a0,1121227200,1121313600,1,0,False,False
official_tgn_example,tgbn-genre,train,1121313600,1677,1121313840,200,1121308445,1121313840,335600,1108357203,1121313840,335076,524,0,40,e46d535778b5a17c,1121313600,1121400000,1,0,False,False
official_tgn_example,tgbn-genre,train,1121400000,1688,1121402162,200,1121396582,1121402162,337800,1108357203,1121402162,337298,502,0,38,7ed124e1e62c9fab,1121400000,1121486400,1,0,False,False
official_tgn_example,tgbn-genre,train,1121486400,1702,1121490604,200,1121483701,1121490604,340600,1108357203,1121490604,340054,546,0,42,9348ce3ae51ad905,1121486400,1121572800,1,0,False,False
official_tgn_example,tgbn-genre,train,1121572800,1714,1121578864,200,1121570343,1121578864,343000,1108357203,1121578864,342266,734,0,35,17345f51b0233874,1121572800,1121659200,1,0,False,False
official_tgn_example,tgbn-genre,train,1121659200,1725,1121665144,200,1121658724,1121665144,345200,1108357203,1121665144,344532,668,0,30,4034a86f2a5bfbcb,1121659200,1121745600,1,0,False,False
official_tgn_example,tgbn-genre,train,1121745600,1737,1121746983,200,1121741821,1121746983,347600,1108357203,1121746983,347067,533,0,38,f5009d72c8b2581c,1121745600,1121832000,1,0,False,False
official_tgn_example,tgbn-genre,train,1121832000,1752,1121834701,200,1121829663,1121834701,350600,1108357203,1121834701,350020,580,0,42,4437885281966deb,1121832000,1121918400,1,0,False,False
official_tgn_example,tgbn-genre,train,1121918400,1771,1121920444,200,1121917444,1121920444,354400,1108357203,1121920444,353426,974,0,42,7233fb8bcc7cd2bc,1121918400,1122004800,1,0,False,False
official_tgn_example,tgbn-genre,train,1122004800,1790,1122010204,200,1122002820,1122010204,358200,1108357203,1122010204,357448,752,0,38,51d5110c4fa08e4d,1122004800,1122091200,1,0,False,False
official_tgn_example,tgbn-genre,train,1122091200,1807,1122094744,200,1122088260,1122094744,361600,1108357203,1122094744,360768,832,0,41,f4921a61b49d01e9,1122091200,1122177600,1,0,False,False
official_tgn_example,tgbn-genre,train,1122177600,1823,1122178322,200,1122174783,1122178322,364800,1108357203,1122178322,363884,916,0,36,6094d3d367e6f8cf,1122177600,1122264000,1,0,False,False
official_tgn_example,tgbn-genre,train,1122264000,1838,1122269402,200,1122260703,1122269402,367800,1108357203,1122269402,367189,611,0,33,130b298583b35255,1122264000,1122350400,1,0,False,False
official_tgn_example,tgbn-genre,train,1122350400,1852,1122352745,200,1122347820,1122352745,370600,1108357203,1122352745,369923,677,0,34,a47a0be3e2ab5e64,1122350400,1122436800,1,0,False,False
official_tgn_example,tgbn-genre,train,1122436800,1871,1122438004,200,1122431704,1122438004,374400,1108357203,1122438004,373818,582,0,36,aa9f95bc4062d757,1122436800,1122523200,1,0,False,False
official_tgn_example,tgbn-genre,train,1122523200,1887,1122526501,200,1122518581,1122526501,377600,1108357203,1122526501,377072,528,0,42,6d867f41d2880c1d,1122523200,1122609600,1,0,False,False
official_tgn_example,tgbn-genre,train,1122609600,1900,1122614701,200,1122605044,1122614701,380200,1108357203,1122614701,379660,540,0,41,ef879606b018320a,1122609600,1122696000,1,0,False,False
official_tgn_example,tgbn-genre,train,1122696000,1911,1122697925,200,1122687241,1122697925,382400,1108357203,1122697925,381990,410,0,34,546d8db7b58cc92f,1122696000,1122782400,1,0,False,False
official_tgn_example,tgbn-genre,train,1122782400,1921,1122783062,200,1122775205,1122783062,384400,1108357203,1122783062,384013,387,0,15,996e26df608ea3c3,1122782400,1122868800,1,0,False,False
official_tgn_example,tgbn-genre,train,1122868800,1930,1122869283,200,1122866223,1122869283,386200,1108357203,1122869283,385549,651,0,24,e257e383b65edac1,1122868800,1122955200,1,0,False,False
official_tgn_example,tgbn-genre,train,1122955200,1944,1122962461,200,1122954123,1122962461,389000,1108357203,1122962461,388276,724,0,35,61ee01f4640db3b6,1122955200,1123041600,1,0,False,False
official_tgn_example,tgbn-genre,train,1123041600,1960,1123047182,200,1123040400,1123047182,392200,1108357203,1123047182,391045,1155,0,40,630cd6866bfd6cf3,1123041600,1123128000,1,0,False,False
official_tgn_example,tgbn-genre,train,1123128000,1973,1123130284,200,1123125723,1123130284,394800,1108357203,1123130284,393912,888,0,37,aa17a31655bd70b1,1123128000,1123214400,1,0,False,False
official_tgn_example,tgbn-genre,train,1123214400,1987,1123230541,200,1123213625,1123230541,397600,1108357203,1123230541,396753,847,0,40,61046ac74de14dcb,1123214400,1123300800,1,0,False,False
official_tgn_example,tgbn-genre,train,1123300800,1994,1123305901,200,1123300625,1123305901,399000,1108357203,1123305901,398408,592,0,47,6d1a973a544b8e05,1123300800,1123387200,1,0,False,False
official_tgn_example,tgbn-genre,train,1123387200,1998,1123439944,200,1123331281,1123439944,399800,1108357203,1123439944,399663,137,0,37,8cac7a1bbeac1da6,1123387200,1123473600,1,0,False,False
official_tgn_example,tgbn-genre,train,1123473600,2003,1123479841,200,1123473121,1123479841,400800,1108357203,1123479841,400255,545,0,44,fd170446f320931b,1123473600,1123560000,1,0,False,False
official_tgn_example,tgbn-genre,train,1123560000,2011,1123563544,200,1123558984,1123563544,402400,1108357203,1123563544,401808,592,0,49,3c0b4c620d159648,1123560000,1123646400,1,0,False,False
official_tgn_example,tgbn-genre,train,1123646400,2023,1123648141,200,1123642385,1123648141,404800,1108357203,1123648141,404074,726,0,44,4cf1dc1d5f2a068d,1123646400,1123732800,1,0,False,False
official_tgn_example,tgbn-genre,train,1123732800,2037,1123742820,200,1123731185,1123742820,407600,1108357203,1123742820,406821,779,0,50,eb1cdb1c34ebb852,1123732800,1123819200,1,0,False,False
official_tgn_example,tgbn-genre,train,1123819200,2053,1123824181,200,1123816921,1123824181,410800,1108357203,1123824181,409972,828,0,48,d86b408ea74e4a7a,1123819200,1123905600,1,0,False,False
official_tgn_example,tgbn-genre,train,1123905600,2071,1123906323,200,1123901523,1123906323,414400,1108357203,1123906323,413721,679,0,47,38526d36471d119c,1123905600,1123992000,1,0,False,False
official_tgn_example,tgbn-genre,train,1123992000,2084,1123996744,200,1123990141,1123996744,417000,1108357203,1123996744,416476,524,0,43,3fd01a90866b82b3,1123992000,1124078400,1,0,False,False
official_tgn_example,tgbn-genre,train,1124078400,2099,1124080143,200,1124076781,1124080143,420000,1108357203,1124080143,418971,1029,0,44,d09e4dd0f5c477aa,1124078400,1124164800,1,0,False,False
official_tgn_example,tgbn-genre,train,1124164800,2124,1124166843,200,1124163002,1124166843,425000,1108357203,1124166843,423968,1032,0,39,85450f456fbba6d5,1124164800,1124251200,1,0,False,False
official_tgn_example,tgbn-genre,train,1124251200,2143,1124251744,200,1124247783,1124251744,428800,1108357203,1124251744,428106,694,0,52,5c7604ab9cf351a2,1124251200,1124337600,1,0,False,False
official_tgn_example,tgbn-genre,train,1124337600,2161,1124340422,200,1124334603,1124340422,432400,1108357203,1124340422,431595,805,0,49,8665d977c6419bd8,1124337600,1124424000,1,0,False,False
official_tgn_example,tgbn-genre,train,1124424000,2178,1124429341,200,1124421722,1124429341,435800,1108357203,1124429341,434918,882,0,47,dec2bc2b2b5f80ea,1124424000,1124510400,1,0,False,False
official_tgn_example,tgbn-genre,train,1124510400,2195,1124516460,200,1124510340,1124516460,439200,1108357203,1124516460,438456,744,0,52,bfd5dee1e723c4c0,1124510400,1124596800,1,0,False,False
official_tgn_example,tgbn-genre,train,1124596800,2211,1124598543,200,1124595663,1124598543,442400,1108357203,1124598543,441095,1305,0,46,360e14bb1703e092,1124596800,1124683200,1,0,False,False
official_tgn_example,tgbn-genre,train,1124683200,2233,1124684163,200,1124678523,1124684163,446800,1108357203,1124684163,445991,809,0,43,db49fb9a734939c6,1124683200,1124769600,1,0,False,False
official_tgn_example,tgbn-genre,train,1124769600,2254,1124773444,200,1124768641,1124773444,451000,1108357203,1124773444,449948,1052,0,48,f6f80fc58a16da53,1124769600,1124856000,1,0,False,False
official_tgn_example,tgbn-genre,train,1124856000,2274,1124862424,200,1124855642,1124862424,455000,1108357203,1124862424,454330,670,0,48,8f947fbaf9f28b23,1124856000,1124942400,1,0,False,False
official_tgn_example,tgbn-genre,train,1124942400,2297,1124945761,200,1124940720,1124945761,459600,1108357203,1124945761,458303,1297,0,46,d3535d49c20b7ae5,1124942400,1125028800,1,0,False,False
official_tgn_example,tgbn-genre,train,1125028800,2314,1125034923,200,1125028682,1125034923,463000,1108357203,1125034923,462057,943,0,47,8fb69aaa999e176b,1125028800,1125115200,1,0,False,False
official_tgn_example,tgbn-genre,train,1125115200,2327,1125116585,200,1125112862,1125116585,465600,1108357203,1125116585,464929,671,0,57,baa857cc8ed112a9,1125115200,1125201600,1,0,False,False
official_tgn_example,tgbn-genre,train,1125201600,2343,1125201845,200,1125199560,1125201845,468800,1108357203,1125201845,467837,963,0,46,6ef3e0ce427436f4,1125201600,1125288000,1,0,False,False
official_tgn_example,tgbn-genre,train,1125288000,2358,1125288845,200,1125285004,1125288845,471800,1108357203,1125288845,470965,835,0,45,e2add88ae72befac,1125288000,1125374400,1,0,False,False
official_tgn_example,tgbn-genre,train,1125374400,2375,1125378000,200,1125374103,1125378000,475200,1108357203,1125378000,474305,895,0,50,4de3d772fd7a7ad6,1125374400,1125460800,1,0,False,False
official_tgn_example,tgbn-genre,train,1125460800,2392,1125464821,200,1125460624,1125464821,478600,1108357203,1125464821,477657,943,0,52,0d7e8540410671d6,1125460800,1125547200,1,0,False,False
official_tgn_example,tgbn-genre,train,1125547200,2412,1125547384,200,1125546060,1125547384,482600,1108357203,1125547384,481969,631,0,48,a105bc4baec30ae4,1125547200,1125633600,1,0,False,False
official_tgn_example,tgbn-genre,train,1125633600,2433,1125635460,200,1125631924,1125635460,486800,1108357203,1125635460,485795,1005,0,55,f1b5629ca161f0db,1125633600,1125720000,1,0,False,False
official_tgn_example,tgbn-genre,train,1125720000,2451,1125721562,200,1125717720,1125721562,490400,1108357203,1125721562,489461,939,0,43,c1798f42a7d93add,1125720000,1125806400,1,0,False,False
official_tgn_example,tgbn-genre,train,1125806400,2476,1125812882,200,1125806164,1125812882,495400,1108357203,1125812882,494339,1061,0,42,b37a28766837ddb3,1125806400,1125892800,1,0,False,False
official_tgn_example,tgbn-genre,train,1125892800,2496,1125894781,200,1125891003,1125894781,499400,1108357203,1125894781,498480,920,0,47,9895f01428fb4061,1125892800,1125979200,1,0,False,False
official_tgn_example,tgbn-genre,train,1125979200,2516,1125982263,200,1125976324,1125982263,503400,1108357203,1125982263,502684,716,0,55,7120f2d70c26218a,1125979200,1126065600,1,0,False,False
official_tgn_example,tgbn-genre,train,1126065600,2533,1126070640,200,1126065364,1126070640,506800,1108357203,1126070640,505691,1109,0,56,24f676970246a9b7,1126065600,1126152000,1,0,False,False
official_tgn_example,tgbn-genre,train,1126152000,2547,1126159865,200,1126151343,1126159865,509600,1108357203,1126159865,508656,944,0,58,90d4ae378e7a6d60,1126152000,1126238400,1,0,False,False
official_tgn_example,tgbn-genre,train,1126238400,2562,1126240204,200,1126233842,1126240204,512600,1108357203,1126240204,511940,660,0,57,2b5ee183b7c8f7ab,1126238400,1126324800,1,0,False,False
official_tgn_example,tgbn-genre,train,1126324800,2575,1126328522,200,1126319163,1126328522,515200,1108357203,1126328522,514584,616,0,50,9000f09d6b57b8ed,1126324800,1126411200,1,0,False,False
official_tgn_example,tgbn-genre,train,1126411200,2590,1126414924,200,1126409223,1126414924,518200,1108357203,1126414924,517280,920,0,46,e489ef3ee2c0c273,1126411200,1126497600,1,0,False,False
official_tgn_example,tgbn-genre,train,1126497600,2604,1126498984,200,1126492743,1126498984,521000,1108357203,1126498984,520263,737,0,47,bed2088f11039f0a,1126497600,1126584000,1,0,False,False
official_tgn_example,tgbn-genre,train,1126584000,2618,1126588623,200,1126583460,1126588623,523800,1108357203,1126588623,523005,795,0,55,8e15001325f7c845,1126584000,1126670400,1,0,False,False
official_tgn_example,tgbn-genre,train,1126670400,2632,1126670884,200,1126667464,1126670884,526600,1108357203,1126670884,525956,644,0,49,0f7f9b57aaa2c4d8,1126670400,1126756800,1,0,False,False
official_tgn_example,tgbn-genre,train,1126756800,2647,1126760520,200,1126751705,1126760520,529600,1108357203,1126760520,528918,682,0,58,174406db260637da,1126756800,1126843200,1,0,False,False
official_tgn_example,tgbn-genre,train,1126843200,2662,1126844582,200,1126838343,1126844582,532600,1108357203,1126844582,531794,806,0,55,011c76f41272ad60,1126843200,1126929600,1,0,False,False
official_tgn_example,tgbn-genre,train,1126929600,2677,1126934760,200,1126929424,1126934760,535600,1108357203,1126934760,534818,782,0,53,4c311dd20b4cc8fa,1126929600,1127016000,1,0,False,False
official_tgn_example,tgbn-genre,train,1127016000,2694,1127017440,200,1127013544,1127017440,539000,1108357203,1127017440,538078,922,0,43,ac3d0358248eb8d7,1127016000,1127102400,1,0,False,False
official_tgn_example,tgbn-genre,train,1127102400,2714,1127103365,200,1127100185,1127103365,543000,1108357203,1127103365,541674,1326,0,49,737aadf4aed3782d,1127102400,1127188800,1,0,False,False
official_tgn_example,tgbn-genre,train,1127188800,2743,1127192884,200,1127188080,1127192884,548800,1108357203,1127192884,547960,840,0,53,68cd9ff87d36fb53,1127188800,1127275200,1,0,False,False
official_tgn_example,tgbn-genre,train,1127275200,2762,1127277242,200,1127273522,1127277242,552600,1108357203,1127277242,551677,923,0,54,5cd4554eb34dfa76,1127275200,1127361600,1,0,False,False
official_tgn_example,tgbn-genre,train,1127361600,2779,1127362863,200,1127358663,1127362863,556000,1108357203,1127362863,555099,901,0,52,c70e4c6af8decb22,1127361600,1127448000,1,0,False,False
official_tgn_example,tgbn-genre,train,1127448000,2797,1127449862,200,1127446204,1127449862,559600,1108357203,1127449862,558767,833,0,49,140fcb979c44159d,1127448000,1127534400,1,0,False,False
official_tgn_example,tgbn-genre,train,1127534400,2812,1127538842,200,1127533744,1127538842,562600,1108357203,1127538842,561855,745,0,58,15e3c6f772b7be0a,1127534400,1127620800,1,0,False,False
official_tgn_example,tgbn-genre,train,1127620800,2829,1127624160,200,1127620680,1127624160,566000,1108357203,1127624160,565009,991,0,51,81776d6c4c036ae6,1127620800,1127707200,1,0,False,False
official_tgn_example,tgbn-genre,train,1127707200,2845,1127708523,200,1127703365,1127708523,569200,1108357203,1127708523,568579,621,0,42,1fd7f09d54c9c3c0,1127707200,1127793600,1,0,False,False
official_tgn_example,tgbn-genre,train,1127793600,2866,1127794322,200,1127788082,1127794322,573400,1108357203,1127794322,572555,845,0,58,d997136cb449f53f,1127793600,1127880000,1,0,False,False
official_tgn_example,tgbn-genre,train,1127880000,2883,1127881920,200,1127878861,1127881920,576800,1108357203,1127881920,576065,735,0,60,24c7de678011e233,1127880000,1127966400,1,0,False,False
official_tgn_example,tgbn-genre,train,1127966400,2902,1127969342,200,1127965745,1127969342,580600,1108357203,1127969342,579602,998,0,61,2beb6cf1f079e4d8,1127966400,1128052800,1,0,False,False
official_tgn_example,tgbn-genre,train,1128052800,2921,1128055323,200,1128050280,1128055323,584400,1108357203,1128055323,583404,996,0,56,bf55f8494c06c883,1128052800,1128139200,1,0,False,False
official_tgn_example,tgbn-genre,train,1128139200,2941,1128139922,200,1128135601,1128139922,588400,1108357203,1128139922,587552,848,0,58,ae47269044077c6c,1128139200,1128225600,1,0,False,False
official_tgn_example,tgbn-genre,train,1128225600,2962,1128230343,200,1128224341,1128230343,592600,1108357203,1128230343,591769,831,0,50,d5ecb15254b12858,1128225600,1128312000,1,0,False,False
official_tgn_example,tgbn-genre,train,1128312000,2980,1128312605,200,1128306244,1128312605,596200,1108357203,1128312605,595612,588,0,54,bb2e3b48151c2ad0,1128312000,1128398400,1,0,False,False
official_tgn_example,tgbn-genre,train,1128398400,3005,1128398765,200,1128394325,1128398765,601200,1108357203,1128398765,599894,1306,0,57,debfbc523a846775,1128398400,1128484800,1,0,False,False
official_tgn_example,tgbn-genre,train,1128484800,3028,1128488225,200,1128483541,1128488225,605800,1108357203,1128488225,604970,830,0,56,0dc31e049ec9687f,1128484800,1128571200,1,0,False,False
official_tgn_example,tgbn-genre,train,1128571200,3046,1128574142,200,1128568805,1128574142,609400,1108357203,1128574142,608233,1167,0,63,64fa31ea00f92c1e,1128571200,1128657600,1,0,False,False
official_tgn_example,tgbn-genre,train,1128657600,3065,1128657781,200,1128654960,1128657781,613200,1108357203,1128657781,612023,1177,0,59,1def2e07c4a4232b,1128657600,1128744000,1,0,False,False
official_tgn_example,tgbn-genre,train,1128744000,3087,1128744242,200,1128740104,1128744242,617600,1108357203,1128744242,616666,934,0,57,47f2c6e66892bb05,1128744000,1128830400,1,0,False,False
official_tgn_example,tgbn-genre,train,1128830400,3110,1128837181,200,1128829380,1128837181,622200,1108357203,1128837181,620932,1268,0,52,b44be0d41ec80ded,1128830400,1128916800,1,0,False,False
official_tgn_example,tgbn-genre,train,1128916800,3131,1128918725,200,1128915720,1128918725,626400,1108357203,1128918725,625239,1161,0,57,da657f451b08e907,1128916800,1129003200,1,0,False,False
official_tgn_example,tgbn-genre,train,1129003200,3149,1129006444,200,1129001102,1129006444,630000,1108357203,1129006444,628938,1062,0,60,2ee114f591e27291,1129003200,1129089600,1,0,False,False
official_tgn_example,tgbn-genre,train,1129089600,3168,1129094464,200,1129089420,1129094464,633800,1108357203,1129094464,632585,1215,0,66,5fdbb5f1a2ff905c,1129089600,1129176000,1,0,False,False
official_tgn_example,tgbn-genre,train,1129176000,3190,1129176181,200,1129171380,1129176181,638200,1108357203,1129176181,637264,936,0,68,5c6deb7d3d2c0734,1129176000,1129262400,1,0,False,False
official_tgn_example,tgbn-genre,train,1129262400,3209,1129262763,200,1129258023,1129262763,642000,1108357203,1129262763,641144,856,0,61,1059eaa0da67bc70,1129262400,1129348800,1,0,False,False
official_tgn_example,tgbn-genre,train,1129348800,3226,1129349941,200,1129346641,1129349941,645400,1108357203,1129349941,644412,988,0,59,b57d55bfd672ce8d,1129348800,1129435200,1,0,False,False
official_tgn_example,tgbn-genre,train,1129435200,3248,1129437423,200,1129433582,1129437423,649800,1108357203,1129437423,648735,1065,0,49,410993dba82ac72c,1129435200,1129521600,1,0,False,False
official_tgn_example,tgbn-genre,train,1129521600,3269,1129525562,200,1129521305,1129525562,654000,1108357203,1129525562,652901,1099,0,50,b3f70bc639736125,1129521600,1129608000,1,0,False,False
official_tgn_example,tgbn-genre,train,1129608000,3289,1129610885,200,1129606924,1129610885,658000,1108357203,1129610885,656741,1259,0,73,dd43d2d0ae6b65ad,1129608000,1129694400,1,0,False,False
official_tgn_example,tgbn-genre,train,1129694400,3311,1129696202,200,1129692120,1129696202,662400,1108357203,1129696202,661323,1077,0,74,69b9bc267fcebb7c,1129694400,1129780800,1,0,False,False
official_tgn_example,tgbn-genre,train,1129780800,3333,1129784581,200,1129779425,1129784581,666800,1108357203,1129784581,665656,1144,0,77,340f2a163cf9262d,1129780800,1129867200,1,0,False,False
official_tgn_example,tgbn-genre,train,1129867200,3355,1129867383,200,1129864083,1129867383,671200,1108357203,1129867383,670124,1076,0,71,fa83fb81f643206e,1129867200,1129953600,1,0,False,False
official_tgn_example,tgbn-genre,train,1129953600,3376,1129957981,200,1129952345,1129957981,675400,1108357203,1129957981,674211,1189,0,66,a83b2a72e2e7e121,1129953600,1130040000,1,0,False,False
official_tgn_example,tgbn-genre,train,1130040000,3395,1130040661,200,1130036641,1130040661,679200,1108357203,1130040661,678189,1011,0,58,cf9bf0e5d431febd,1130040000,1130126400,1,0,False,False
official_tgn_example,tgbn-genre,train,1130126400,3416,1130126820,200,1130123643,1130126820,683400,1108357203,1130126820,682150,1250,0,59,9ceecdf1a500b0fe,1130126400,1130212800,1,0,False,False
official_tgn_example,tgbn-genre,train,1130212800,3441,1130215382,200,1130211782,1130215382,688400,1108357203,1130215382,687256,1144,0,57,1bd8be50c14c187d,1130212800,1130299200,1,0,False,False
official_tgn_example,tgbn-genre,train,1130299200,3464,1130301720,200,1130297702,1130301720,693000,1108357203,1130301720,691690,1310,0,68,6ba84a2289468e61,1130299200,1130385600,1,0,False,False
official_tgn_example,tgbn-genre,train,1130385600,3486,1130387580,200,1130384101,1130387580,697400,1108357203,1130387580,696360,1040,0,70,d50cea8277953455,1130385600,1130472000,1,0,False,False
official_tgn_example,tgbn-genre,train,1130472000,3506,1130472960,200,1130468943,1130472960,701400,1108357203,1130472960,700221,1179,0,66,56ce69db12af302f,1130472000,1130558400,1,0,False,False
